rank,name,points,bestPoints,RankingDate
44,Stan Wawrinka,1925,2291,13-11-2023
45,Jan Lennard Struff,1923,2037,13-11-2023
46,Lorenzo Sonego,1921,1996,13-11-2023
47,Marton Fucsovics,1920,2018,13-11-2023
48,Emil Ruusuvuori,1918,1963,13-11-2023
49,Dominic Thiem,1917,2250,13-11-2023
50,Aslan Karatsev,1910,1998,13-11-2023
51,Christian Garin,1907,2010,13-11-2023
52,Roberto Bautista Agut,1905,2135,13-11-2023
53,Yoshihito Nishioka,1904,1977,13-11-2023
54,Sebastian Baez,1902,1944,13-11-2023
55,Jiri Lehecka,1897,1962,13-11-2023
56,Botic Van De Zandschulp,1893,1998,13-11-2023
57,Zhizhen Zhang,1890,1890,13-11-2023
58,Matteo Arnaldi,1889,1889,13-11-2023
59,Daniel Evans,1885,2002,13-11-2023
60,Tomas Martin Etcheverry,1883,1932,13-11-2023
61,Thanasi Kokkinakis,1882,1914,13-11-2023
62,Kevin Anderson,1882,2181,13-11-2023
63,Alex Molcan,1881,1941,13-11-2023
64,Soon Woo Kwon,1880,1929,13-11-2023
65,Arthur Fils,1878,1895,13-11-2023
66,Dominic Stephan Stricker,1873,1873,13-11-2023
67,Sebastian Ofner,1871,1871,13-11-2023
68,Jeffrey John Wolf,1871,1926,13-11-2023
69,Diego Sebastian Schwartzman,1870,2097,13-11-2023
70,Mikael Ymer,1870,1938,13-11-2023
71,Marcos Giron,1869,1934,13-11-2023
72,Michael Mmoh,1865,1866,13-11-2023
73,Christopher Eubanks,1864,1932,13-11-2023
74,John Isner,1863,2147,13-11-2023
75,Dusan Lajovic,1861,1962,13-11-2023
76,Jeremy Chardy,1859,2016,13-11-2023
77,Jordan Thompson,1858,1908,13-11-2023
78,Alexei Popyrin,1857,1916,13-11-2023
79,Borna Gojo,1856,1856,13-11-2023
80,Fabio Fognini,1855,2112,13-11-2023
81,Brandon Nakashima,1853,1958,13-11-2023
82,Ilya Ivashka,1853,1987,13-11-2023
83,Fabian Marozsan,1852,1853,13-11-2023
84,David Goffin,1851,2165,13-11-2023
85,Pavel Kotov,1849,1849,13-11-2023
86,Yannick Hanfmann,1846,1920,13-11-2023
87,Alexander Shevchenko,1841,1841,13-11-2023
88,Yibing Wu,1835,1850,13-11-2023
89,Jack Sock,1833,2144,13-11-2023
90,Pedro Cachin,1830,1870,13-11-2023
91,Filip Krajinovic,1828,2033,13-11-2023
92,Jiri Vesely,1828,1952,13-11-2023
93,Benjamin Bonzi,1825,1893,13-11-2023
94,Lloyd George Muirhead Harris,1824,1988,13-11-2023
95,Rinky Hijikata,1823,1837,13-11-2023
96,Dominik Koepfer,1819,1920,13-11-2023
97,John Millman,1818,1954,13-11-2023
98,Liam Broady,1818,1822,13-11-2023
99,Roberto Carballes Baena,1816,1886,13-11-2023
100,Steve Johnson,1816,2042,13-11-2023
101,Arthur Rinderknech,1815,1909,13-11-2023
102,Christopher Oconnell,1815,1854,13-11-2023
103,Maximilian Marterer,1814,1888,13-11-2023
104,Miomir Kecmanovic,1813,1977,13-11-2023
105,Juan Pablo Varillas Patino Samudio,1813,1845,13-11-2023
106,Quentin Halys,1813,1844,13-11-2023
107,Pierre Hugues Herbert,1812,1989,13-11-2023
108,Gregoire Barrere,1812,1873,13-11-2023
109,Filip Misolic,1812,1828,13-11-2023
110,Alejandro Tabilo,1810,1834,13-11-2023
111,Tim Van Rijthoven,1809,1870,13-11-2023
112,Tomas Machac,1806,1806,13-11-2023
113,Aleksandar Vukic,1800,1828,13-11-2023
114,Jaume Munar,1798,1866,13-11-2023
115,Ryan Peniston,1798,1825,13-11-2023
116,Jason Kubler,1798,1880,13-11-2023
117,Guido Pella,1797,2009,13-11-2023
118,Taro Daniel,1794,1882,13-11-2023
119,Gijs Brouwer,1794,1844,13-11-2023
120,Daniel Altmaier,1792,1826,13-11-2023
121,Juan Manuel Cerundolo,1791,1807,13-11-2023
122,Yosuke Watanuki,1790,1819,13-11-2023
123,Damir Dzumhur,1786,1994,13-11-2023
124,Kyle Edmund,1785,2038,13-11-2023
125,Richard Gasquet,1783,2196,13-11-2023
126,Hugo Gaston,1782,1891,13-11-2023
127,Alex Michelsen,1779,1779,13-11-2023
128,Bernabe Zapata Miralles,1771,1876,13-11-2023
129,Alex Bolt,1771,1846,13-11-2023
130,Albert Ramos,1769,2014,13-11-2023
131,Jurij Rodionov,1767,1790,13-11-2023
132,Max Purcell,1767,1834,13-11-2023
133,Radu Albot,1766,1936,13-11-2023
134,Corentin Moutet,1765,1921,13-11-2023
135,Elias Ymer,1765,1817,13-11-2023
136,Federico Coria,1765,1839,13-11-2023
137,Hamad Medjedovic,1764,1777,13-11-2023
138,Luca Van Assche,1764,1778,13-11-2023
139,Thiago Monteiro,1763,1846,13-11-2023
140,Marco Cecchinato,1757,1953,13-11-2023
141,Maxime Cressy,1756,1928,13-11-2023
142,Andrea Vavassori,1755,1765,13-11-2023
143,Jozef Kovalik,1752,1806,13-11-2023
144,Alexandre Muller,1751,1814,13-11-2023
145,Pablo Andujar,1748,1929,13-11-2023
146,Daniel Elahi Galan Riveros,1747,1871,13-11-2023
147,Denis Kudla,1746,1855,13-11-2023
148,Nikoloz Basilashvili,1745,1990,13-11-2023
149,Shintaro Mochizuki,1738,1738,13-11-2023
150,Thiago Seyboth Wild,1735,1804,13-11-2023
151,Aleksandar Kovacevic,1735,1769,13-11-2023
152,James Duckworth,1735,1887,13-11-2023
153,Oscar Otte,1734,1917,13-11-2023
154,Giulio Zeppieri,1725,1726,13-11-2023
155,Flavio Cobolli,1725,1726,13-11-2023
156,Hugo Grenier,1725,1753,13-11-2023
157,Nuno Borges,1720,1785,13-11-2023
158,Joao Sousa,1718,1974,13-11-2023
159,Mikhail Kukushkin,1710,1943,13-11-2023
160,Feliciano Lopez,1709,2074,13-11-2023
161,Dimitar Kuzmanov,1701,1733,13-11-2023
162,Zsombor Piros,1701,1701,13-11-2023
163,Enzo Couacaud,1700,1700,13-11-2023
164,Pedro Martinez Portero,1699,1926,13-11-2023
165,Juncheng Shang,1697,1734,13-11-2023
166,Guido Andreozzi,1697,1740,13-11-2023
167,Emilio Gomez,1691,1744,13-11-2023
168,Marcelo Tomas Barrios Vera,1689,1704,13-11-2023
169,Fernando Verdasco,1686,2204,13-11-2023
170,Jason Jung,1684,1778,13-11-2023
171,Facundo Bagnis,1683,1804,13-11-2023
172,Constant Lestienne,1676,1833,13-11-2023
173,Cem Ilkel,1672,1672,13-11-2023
174,Francesco Passaro,1670,1671,13-11-2023
175,Emilio Nava,1666,1709,13-11-2023
176,Hugo Dellien,1665,1781,13-11-2023
177,Zizou Bergs,1661,1675,13-11-2023
178,Chun Hsin Tseng,1654,1660,13-11-2023
179,Marc Andrea Huesler,1647,1849,13-11-2023
180,Kimmer Coppejans,1641,1684,13-11-2023
181,Luca Nardi,1589,1619,13-11-2023
182,Benoit Paire,1567,2003,13-11-2023
1,Novak Djokovic,2453,2629,12-11-2023
2,Carlos Alcaraz Garfia,2287,2344,12-11-2023
3,Rafael Nadal,2249,2552,12-11-2023
4,Daniil Medvedev,2239,2316,12-11-2023
5,Jannik Sinner,2221,2256,12-11-2023
6,Andrey Rublev,2161,2227,12-11-2023
7,Alexander Zverev,2156,2303,12-11-2023
8,Grigor Dimitrov,2133,2203,12-11-2023
9,Stefanos Tsitsipas,2110,2258,12-11-2023
10,Hubert Hurkacz,2095,2099,12-11-2023
11,Holger Vitus Nodskov Rune,2072,2146,12-11-2023
12,Matteo Berrettini,2067,2173,12-11-2023
13,Karen Khachanov,2059,2137,12-11-2023
14,Alex De Minaur,2057,2083,12-11-2023
15,Taylor Fritz,2054,2134,12-11-2023
16,Gael Monfils,2021,2189,12-11-2023
17,Casper Ruud,2019,2163,12-11-2023
18,Marin Cilic,2010,2232,12-11-2023
19,Frances Tiafoe,2009,2068,12-11-2023
20,Tommy Paul,2009,2066,12-11-2023
21,Felix Auger Aliassime,2006,2140,12-11-2023
22,Sebastian Korda,2006,2071,12-11-2023
23,Ugo Humbert,1990,2002,12-11-2023
24,Nicolas Jarry,1985,1992,12-11-2023
25,Pablo Carreno Busta,1977,2121,12-11-2023
26,Alejandro Davidovich Fokina,1974,1998,12-11-2023
27,Ben Shelton,1974,1989,12-11-2023
28,Kei Nishikori,1971,2296,12-11-2023
29,Adrian Mannarino,1963,2004,12-11-2023
30,Francisco Cerundolo,1963,2014,12-11-2023
31,Jack Draper,1962,1977,12-11-2023
32,Milos Raonic,1962,2269,12-11-2023
33,Denis Shapovalov,1959,2075,12-11-2023
34,Lorenzo Musetti,1953,1999,12-11-2023
35,Cameron Norrie,1952,2105,12-11-2023
36,Tallon Griekspoor,1943,1961,12-11-2023
37,Alexander Bublik,1943,1968,12-11-2023
38,Roman Safiullin,1940,1940,12-11-2023
39,Borna Coric,1940,2102,12-11-2023
40,Jenson Brooksby,1939,1984,12-11-2023
41,Andy Murray,1932,2500,12-11-2023
42,Mackenzie Mcdonald,1926,1944,12-11-2023
43,Laslo Djere,1925,1945,12-11-2023
44,Stan Wawrinka,1925,2291,12-11-2023
45,Marton Fucsovics,1924,2018,12-11-2023
46,Jan Lennard Struff,1921,2037,12-11-2023
47,Lorenzo Sonego,1921,1996,12-11-2023
48,Emil Ruusuvuori,1918,1963,12-11-2023
49,Dominic Thiem,1917,2250,12-11-2023
50,Sebastian Baez,1914,1944,12-11-2023
51,Aslan Karatsev,1910,1998,12-11-2023
52,Roberto Bautista Agut,1909,2135,12-11-2023
53,Christian Garin,1907,2010,12-11-2023
54,Yoshihito Nishioka,1904,1977,12-11-2023
55,Jiri Lehecka,1897,1962,12-11-2023
56,Botic Van De Zandschulp,1893,1998,12-11-2023
57,Zhizhen Zhang,1890,1890,12-11-2023
58,Matteo Arnaldi,1889,1889,12-11-2023
59,Daniel Evans,1885,2002,12-11-2023
60,Tomas Martin Etcheverry,1883,1932,12-11-2023
61,Thanasi Kokkinakis,1882,1914,12-11-2023
62,Kevin Anderson,1882,2181,12-11-2023
63,Alex Molcan,1881,1941,12-11-2023
64,Soon Woo Kwon,1880,1929,12-11-2023
65,Arthur Fils,1878,1895,12-11-2023
66,Dominic Stephan Stricker,1873,1873,12-11-2023
67,Jeffrey John Wolf,1871,1926,12-11-2023
68,Diego Sebastian Schwartzman,1870,2097,12-11-2023
69,Mikael Ymer,1870,1938,12-11-2023
70,Marcos Giron,1869,1934,12-11-2023
71,Sebastian Ofner,1867,1871,12-11-2023
72,Michael Mmoh,1865,1866,12-11-2023
73,Christopher Eubanks,1864,1932,12-11-2023
74,John Isner,1863,2147,12-11-2023
75,Dusan Lajovic,1861,1962,12-11-2023
76,Jeremy Chardy,1859,2016,12-11-2023
77,Jordan Thompson,1858,1908,12-11-2023
78,Alexei Popyrin,1857,1916,12-11-2023
79,Borna Gojo,1856,1856,12-11-2023
80,Fabio Fognini,1855,2112,12-11-2023
81,Brandon Nakashima,1853,1958,12-11-2023
82,Ilya Ivashka,1853,1987,12-11-2023
83,David Goffin,1851,2165,12-11-2023
84,Yannick Hanfmann,1846,1920,12-11-2023
85,Alexander Shevchenko,1841,1841,12-11-2023
86,Fabian Marozsan,1840,1853,12-11-2023
87,Rinky Hijikata,1837,1837,12-11-2023
88,Yibing Wu,1835,1850,12-11-2023
89,Jack Sock,1833,2144,12-11-2023
90,Roberto Carballes Baena,1830,1886,12-11-2023
91,Pedro Cachin,1830,1870,12-11-2023
92,Filip Krajinovic,1828,2033,12-11-2023
93,Jiri Vesely,1828,1952,12-11-2023
94,Benjamin Bonzi,1825,1893,12-11-2023
95,Lloyd George Muirhead Harris,1824,1988,12-11-2023
96,Miomir Kecmanovic,1822,1977,12-11-2023
97,Pavel Kotov,1822,1849,12-11-2023
98,Maximilian Marterer,1821,1888,12-11-2023
99,Dominik Koepfer,1819,1920,12-11-2023
100,John Millman,1818,1954,12-11-2023
101,Liam Broady,1818,1822,12-11-2023
102,Steve Johnson,1816,2042,12-11-2023
103,Arthur Rinderknech,1815,1909,12-11-2023
104,Christopher Oconnell,1814,1854,12-11-2023
105,Juan Pablo Varillas Patino Samudio,1813,1845,12-11-2023
106,Quentin Halys,1813,1844,12-11-2023
107,Pierre Hugues Herbert,1812,1989,12-11-2023
108,Gregoire Barrere,1812,1873,12-11-2023
109,Filip Misolic,1812,1828,12-11-2023
110,Alejandro Tabilo,1810,1834,12-11-2023
111,Tim Van Rijthoven,1809,1870,12-11-2023
112,Tomas Machac,1806,1806,12-11-2023
113,Aleksandar Vukic,1800,1828,12-11-2023
114,Jaume Munar,1798,1866,12-11-2023
115,Ryan Peniston,1798,1825,12-11-2023
116,Jason Kubler,1798,1880,12-11-2023
117,Guido Pella,1797,2009,12-11-2023
118,Taro Daniel,1794,1882,12-11-2023
119,Gijs Brouwer,1794,1844,12-11-2023
120,Daniel Altmaier,1792,1826,12-11-2023
121,Juan Manuel Cerundolo,1791,1807,12-11-2023
122,Yosuke Watanuki,1790,1819,12-11-2023
123,Damir Dzumhur,1786,1994,12-11-2023
124,Kyle Edmund,1785,2038,12-11-2023
125,Richard Gasquet,1783,2196,12-11-2023
126,Hugo Gaston,1782,1891,12-11-2023
127,Alex Michelsen,1779,1779,12-11-2023
128,Hamad Medjedovic,1777,1777,12-11-2023
129,Bernabe Zapata Miralles,1771,1876,12-11-2023
130,Alex Bolt,1771,1846,12-11-2023
131,Jurij Rodionov,1770,1790,12-11-2023
132,Max Purcell,1768,1834,12-11-2023
133,Radu Albot,1766,1936,12-11-2023
134,Corentin Moutet,1765,1921,12-11-2023
135,Elias Ymer,1765,1817,12-11-2023
136,Federico Coria,1765,1839,12-11-2023
137,Luca Van Assche,1764,1778,12-11-2023
138,Thiago Monteiro,1763,1846,12-11-2023
139,Marco Cecchinato,1757,1953,12-11-2023
140,Albert Ramos,1756,2014,12-11-2023
141,Maxime Cressy,1756,1928,12-11-2023
142,Andrea Vavassori,1755,1765,12-11-2023
143,Jozef Kovalik,1752,1806,12-11-2023
144,Alexandre Muller,1751,1814,12-11-2023
145,Pablo Andujar,1748,1929,12-11-2023
146,Daniel Elahi Galan Riveros,1747,1871,12-11-2023
147,Denis Kudla,1746,1855,12-11-2023
148,Nikoloz Basilashvili,1745,1990,12-11-2023
149,Shintaro Mochizuki,1738,1738,12-11-2023
150,Thiago Seyboth Wild,1735,1804,12-11-2023
151,Aleksandar Kovacevic,1735,1769,12-11-2023
152,James Duckworth,1735,1887,12-11-2023
153,Oscar Otte,1734,1917,12-11-2023
154,Dimitar Kuzmanov,1731,1733,12-11-2023
155,Giulio Zeppieri,1725,1726,12-11-2023
156,Flavio Cobolli,1725,1726,12-11-2023
157,Hugo Grenier,1725,1753,12-11-2023
158,Nuno Borges,1720,1785,12-11-2023
159,Joao Sousa,1718,1974,12-11-2023
160,Mikhail Kukushkin,1710,1943,12-11-2023
161,Feliciano Lopez,1709,2074,12-11-2023
162,Enzo Couacaud,1700,1700,12-11-2023
163,Pedro Martinez Portero,1699,1926,12-11-2023
164,Juncheng Shang,1697,1734,12-11-2023
165,Guido Andreozzi,1697,1740,12-11-2023
166,Emilio Gomez,1691,1744,12-11-2023
167,Marcelo Tomas Barrios Vera,1689,1704,12-11-2023
168,Fernando Verdasco,1686,2204,12-11-2023
169,Marc Andrea Huesler,1684,1849,12-11-2023
170,Jason Jung,1684,1778,12-11-2023
171,Facundo Bagnis,1683,1804,12-11-2023
172,Constant Lestienne,1676,1833,12-11-2023
173,Francesco Passaro,1670,1671,12-11-2023
174,Emilio Nava,1666,1709,12-11-2023
175,Hugo Dellien,1665,1781,12-11-2023
176,Zizou Bergs,1661,1675,12-11-2023
177,Chun Hsin Tseng,1654,1660,12-11-2023
178,Kimmer Coppejans,1641,1684,12-11-2023
179,Luca Nardi,1589,1619,12-11-2023
180,Benoit Paire,1567,2003,12-11-2023
1,Novak Djokovic,2453,2629,06-11-2023
2,Carlos Alcaraz Garfia,2287,2344,06-11-2023
3,Rafael Nadal,2250,2552,06-11-2023
4,Daniil Medvedev,2239,2316,06-11-2023
5,Jannik Sinner,2221,2256,06-11-2023
6,Andrey Rublev,2161,2227,06-11-2023
7,Alexander Zverev,2156,2303,06-11-2023
8,Grigor Dimitrov,2133,2203,06-11-2023
9,Stefanos Tsitsipas,2110,2258,06-11-2023
10,Hubert Hurkacz,2095,2099,06-11-2023
11,Karen Khachanov,2072,2137,06-11-2023
12,Holger Vitus Nodskov Rune,2072,2146,06-11-2023
13,Matteo Berrettini,2067,2173,06-11-2023
14,Alex De Minaur,2057,2083,06-11-2023
15,Taylor Fritz,2054,2134,06-11-2023
16,Gael Monfils,2021,2189,06-11-2023
17,Casper Ruud,2019,2163,06-11-2023
18,Marin Cilic,2010,2232,06-11-2023
19,Frances Tiafoe,2009,2068,06-11-2023
20,Tommy Paul,2009,2066,06-11-2023
21,Felix Auger Aliassime,2006,2140,06-11-2023
22,Sebastian Korda,2006,2071,06-11-2023
23,Nicolas Jarry,1985,1992,06-11-2023
24,Pablo Carreno Busta,1978,2121,06-11-2023
25,Alejandro Davidovich Fokina,1974,1998,06-11-2023
26,Ben Shelton,1974,1989,06-11-2023
27,Kei Nishikori,1971,2296,06-11-2023
28,Ugo Humbert,1964,2002,06-11-2023
29,Adrian Mannarino,1963,2004,06-11-2023
30,Francisco Cerundolo,1963,2014,06-11-2023
31,Jack Draper,1962,1977,06-11-2023
32,Milos Raonic,1962,2269,06-11-2023
33,Denis Shapovalov,1959,2075,06-11-2023
34,Alexander Bublik,1955,1968,06-11-2023
35,Lorenzo Musetti,1953,1999,06-11-2023
36,Cameron Norrie,1952,2105,06-11-2023
37,Tallon Griekspoor,1943,1961,06-11-2023
38,Roman Safiullin,1940,1940,06-11-2023
39,Borna Coric,1940,2102,06-11-2023
40,Jenson Brooksby,1939,1984,06-11-2023
41,Stan Wawrinka,1933,2291,06-11-2023
42,Andy Murray,1932,2500,06-11-2023
43,Mackenzie Mcdonald,1926,1944,06-11-2023
44,Laslo Djere,1925,1945,06-11-2023
45,Marton Fucsovics,1924,2018,06-11-2023
46,Dominic Thiem,1924,2250,06-11-2023
47,Lorenzo Sonego,1921,1996,06-11-2023
48,Jan Lennard Struff,1921,2037,06-11-2023
49,Emil Ruusuvuori,1918,1963,06-11-2023
50,Sebastian Baez,1914,1944,06-11-2023
51,Aslan Karatsev,1910,1998,06-11-2023
52,Roberto Bautista Agut,1909,2135,06-11-2023
53,Botic Van De Zandschulp,1907,1998,06-11-2023
54,Christian Garin,1907,2010,06-11-2023
55,Yoshihito Nishioka,1904,1977,06-11-2023
56,Jiri Lehecka,1897,1962,06-11-2023
57,Zhizhen Zhang,1890,1890,06-11-2023
58,Matteo Arnaldi,1889,1889,06-11-2023
59,Daniel Evans,1885,2002,06-11-2023
60,Tomas Martin Etcheverry,1883,1932,06-11-2023
61,Thanasi Kokkinakis,1882,1914,06-11-2023
62,Kevin Anderson,1882,2181,06-11-2023
63,Alex Molcan,1881,1941,06-11-2023
64,Soon Woo Kwon,1880,1929,06-11-2023
65,Marcos Giron,1878,1934,06-11-2023
66,Arthur Fils,1878,1895,06-11-2023
67,Dominic Stephan Stricker,1873,1873,06-11-2023
68,Jeffrey John Wolf,1871,1926,06-11-2023
69,Diego Sebastian Schwartzman,1870,2097,06-11-2023
70,Mikael Ymer,1870,1938,06-11-2023
71,Sebastian Ofner,1867,1871,06-11-2023
72,Michael Mmoh,1865,1866,06-11-2023
73,Christopher Eubanks,1864,1932,06-11-2023
74,John Isner,1863,2147,06-11-2023
75,Dusan Lajovic,1861,1962,06-11-2023
76,Jeremy Chardy,1859,2016,06-11-2023
77,Jordan Thompson,1858,1908,06-11-2023
78,Yannick Hanfmann,1858,1920,06-11-2023
79,Alexei Popyrin,1857,1916,06-11-2023
80,Borna Gojo,1856,1856,06-11-2023
81,Brandon Nakashima,1853,1958,06-11-2023
82,Ilya Ivashka,1853,1987,06-11-2023
83,Gilles Simon,1852,2124,06-11-2023
84,David Goffin,1851,2165,06-11-2023
85,Fabian Marozsan,1840,1853,06-11-2023
86,Rinky Hijikata,1837,1837,06-11-2023
87,Yibing Wu,1835,1850,06-11-2023
88,Jack Sock,1833,2144,06-11-2023
89,Roberto Carballes Baena,1830,1886,06-11-2023
90,Pedro Cachin,1830,1870,06-11-2023
91,Filip Krajinovic,1828,2033,06-11-2023
92,Jiri Vesely,1828,1952,06-11-2023
93,Benjamin Bonzi,1825,1893,06-11-2023
94,Lloyd George Muirhead Harris,1824,1988,06-11-2023
95,Fabio Fognini,1823,2112,06-11-2023
96,Miomir Kecmanovic,1822,1977,06-11-2023
97,Pavel Kotov,1822,1849,06-11-2023
98,Maximilian Marterer,1821,1888,06-11-2023
99,Dominik Koepfer,1819,1920,06-11-2023
100,John Millman,1819,1954,06-11-2023
101,Liam Broady,1818,1822,06-11-2023
102,Steve Johnson,1816,2042,06-11-2023
103,Arthur Rinderknech,1815,1909,06-11-2023
104,Christopher Oconnell,1814,1854,06-11-2023
105,Gregoire Barrere,1814,1873,06-11-2023
106,Juan Pablo Varillas Patino Samudio,1813,1845,06-11-2023
107,Quentin Halys,1813,1844,06-11-2023
108,Filip Misolic,1812,1828,06-11-2023
109,Daniel Altmaier,1811,1826,06-11-2023
110,Alejandro Tabilo,1810,1834,06-11-2023
111,Tim Van Rijthoven,1809,1870,06-11-2023
112,Yosuke Watanuki,1808,1819,06-11-2023
113,Gijs Brouwer,1807,1844,06-11-2023
114,Tomas Machac,1806,1806,06-11-2023
115,Hugo Gaston,1803,1891,06-11-2023
116,Aleksandar Vukic,1800,1828,06-11-2023
117,Alexander Shevchenko,1800,1841,06-11-2023
118,Jaume Munar,1798,1866,06-11-2023
119,Ryan Peniston,1798,1825,06-11-2023
120,Jason Kubler,1798,1880,06-11-2023
121,Guido Pella,1797,2009,06-11-2023
122,Taro Daniel,1794,1882,06-11-2023
123,Juan Manuel Cerundolo,1791,1807,06-11-2023
124,Damir Dzumhur,1786,1994,06-11-2023
125,Kyle Edmund,1785,2038,06-11-2023
126,Richard Gasquet,1783,2196,06-11-2023
127,Bernabe Zapata Miralles,1779,1876,06-11-2023
128,Alex Michelsen,1779,1779,06-11-2023
129,Hamad Medjedovic,1777,1777,06-11-2023
130,Alex Bolt,1771,1846,06-11-2023
131,Jurij Rodionov,1770,1790,06-11-2023
132,Max Purcell,1768,1834,06-11-2023
133,Radu Albot,1766,1936,06-11-2023
134,Corentin Moutet,1765,1921,06-11-2023
135,Federico Coria,1765,1839,06-11-2023
136,Elias Ymer,1765,1817,06-11-2023
137,Thiago Monteiro,1763,1846,06-11-2023
138,Marco Cecchinato,1757,1953,06-11-2023
139,Albert Ramos,1756,2014,06-11-2023
140,Maxime Cressy,1756,1928,06-11-2023
141,Andrea Vavassori,1755,1765,06-11-2023
142,Jozef Kovalik,1752,1806,06-11-2023
143,Alexandre Muller,1751,1814,06-11-2023
144,Pablo Andujar,1748,1929,06-11-2023
145,Thiago Seyboth Wild,1748,1804,06-11-2023
146,Daniel Elahi Galan Riveros,1747,1871,06-11-2023
147,Denis Kudla,1747,1855,06-11-2023
148,Nikoloz Basilashvili,1745,1990,06-11-2023
149,Shintaro Mochizuki,1738,1738,06-11-2023
150,Aleksandar Kovacevic,1735,1769,06-11-2023
151,James Duckworth,1735,1887,06-11-2023
152,Oscar Otte,1734,1917,06-11-2023
153,Dimitar Kuzmanov,1731,1733,06-11-2023
154,Giulio Zeppieri,1726,1726,06-11-2023
155,Flavio Cobolli,1725,1726,06-11-2023
156,Hugo Grenier,1725,1753,06-11-2023
157,Luca Van Assche,1724,1778,06-11-2023
158,Nuno Borges,1720,1785,06-11-2023
159,Joao Sousa,1718,1974,06-11-2023
160,Mikhail Kukushkin,1710,1943,06-11-2023
161,Feliciano Lopez,1710,2074,06-11-2023
162,Enzo Couacaud,1700,1700,06-11-2023
163,Pedro Martinez Portero,1699,1926,06-11-2023
164,Juncheng Shang,1697,1734,06-11-2023
165,Guido Andreozzi,1697,1740,06-11-2023
166,Emilio Gomez,1691,1744,06-11-2023
167,Marcelo Tomas Barrios Vera,1689,1704,06-11-2023
168,Fernando Verdasco,1686,2204,06-11-2023
169,Marc Andrea Huesler,1684,1849,06-11-2023
170,Jason Jung,1684,1778,06-11-2023
171,Facundo Bagnis,1683,1804,06-11-2023
172,Francesco Passaro,1670,1671,06-11-2023
173,Emilio Nava,1666,1709,06-11-2023
174,Hugo Dellien,1665,1781,06-11-2023
175,Zizou Bergs,1661,1675,06-11-2023
176,Chun Hsin Tseng,1654,1660,06-11-2023
177,Constant Lestienne,1652,1833,06-11-2023
178,Kimmer Coppejans,1641,1684,06-11-2023
179,Luca Nardi,1589,1619,06-11-2023
180,Benoit Paire,1567,2003,06-11-2023
1,Novak Djokovic,2442,2629,30-10-2023
2,Carlos Alcaraz Garfia,2305,2344,30-10-2023
3,Daniil Medvedev,2253,2316,30-10-2023
4,Rafael Nadal,2251,2552,30-10-2023
5,Jannik Sinner,2225,2256,30-10-2023
6,Alexander Zverev,2159,2303,30-10-2023
7,Andrey Rublev,2148,2227,30-10-2023
8,Stefanos Tsitsipas,2092,2258,30-10-2023
9,Grigor Dimitrov,2089,2203,30-10-2023
10,Hubert Hurkacz,2086,2099,30-10-2023
11,Matteo Berrettini,2067,2173,30-10-2023
12,Karen Khachanov,2065,2137,30-10-2023
13,Holger Vitus Nodskov Rune,2064,2146,30-10-2023
14,Taylor Fritz,2057,2134,30-10-2023
15,Alex De Minaur,2046,2083,30-10-2023
16,Gael Monfils,2033,2189,30-10-2023
17,Casper Ruud,2031,2163,30-10-2023
18,Frances Tiafoe,2021,2068,30-10-2023
19,Tommy Paul,2019,2066,30-10-2023
20,Sebastian Korda,2014,2071,30-10-2023
21,Marin Cilic,2011,2232,30-10-2023
22,Felix Auger Aliassime,2007,2140,30-10-2023
23,Nicolas Jarry,1991,1992,30-10-2023
24,Ben Shelton,1984,1989,30-10-2023
25,Pablo Carreno Busta,1978,2121,30-10-2023
26,Alejandro Davidovich Fokina,1976,1998,30-10-2023
27,Adrian Mannarino,1976,2004,30-10-2023
28,Kei Nishikori,1971,2296,30-10-2023
29,Jack Draper,1962,1977,30-10-2023
30,Milos Raonic,1962,2269,30-10-2023
31,Ugo Humbert,1962,2002,30-10-2023
32,Lorenzo Musetti,1959,1999,30-10-2023
33,Denis Shapovalov,1959,2075,30-10-2023
34,Cameron Norrie,1952,2105,30-10-2023
35,Stan Wawrinka,1944,2291,30-10-2023
36,Francisco Cerundolo,1944,2014,30-10-2023
37,Borna Coric,1940,2102,30-10-2023
38,Andy Murray,1940,2500,30-10-2023
39,Jenson Brooksby,1940,1984,30-10-2023
40,Alexander Bublik,1935,1968,30-10-2023
41,Jan Lennard Struff,1929,2037,30-10-2023
42,Marton Fucsovics,1928,2018,30-10-2023
43,Laslo Djere,1927,1945,30-10-2023
44,Tallon Griekspoor,1922,1961,30-10-2023
45,Lorenzo Sonego,1921,1996,30-10-2023
46,Roman Safiullin,1921,1940,30-10-2023
47,Sebastian Baez,1921,1944,30-10-2023
48,Mackenzie Mcdonald,1920,1944,30-10-2023
49,Dominic Thiem,1919,2250,30-10-2023
50,Emil Ruusuvuori,1918,1963,30-10-2023
51,Aslan Karatsev,1910,1998,30-10-2023
52,Jiri Lehecka,1908,1962,30-10-2023
53,Christian Garin,1907,2010,30-10-2023
54,Roberto Bautista Agut,1904,2135,30-10-2023
55,Yoshihito Nishioka,1899,1977,30-10-2023
56,Arthur Fils,1893,1895,30-10-2023
57,Zhizhen Zhang,1890,1890,30-10-2023
